,n_products,n_brands,n_reviews,n_firststar,n_secondstar,n_thirdstar,n_fourstar,n_fivestar,price,avg_reviews,n_brand,avg_review,price_v
Cananga Odorata Flower Oil,10,"[Farmacy, Origins, Origins, Dr. Jart+, Dr. Jart+, Dr. Brandt Skincare, Primary Raw, Origins, Origins, Farmacy]",433.0,30.0,46.0,49.0,83.0,225.0,"[44.0, 41.0, 53.0, 50.0, 60.0, 155.0, 38.0, 51.0, 53.0, 48.0]","[3.3881, 4.5714, 4.0435, 4.5, 5.0, 3.5294, 4.4444, 5.0, 4.1067, 4.3711]",5.0,4.29546,59.3
Citrus Aurantifolia (Lime) Oil,5,"[Farmacy, Blithe, IT Cosmetics, IT Cosmetics, Farmacy]",462.0,37.0,42.0,46.0,76.0,265.0,"[44.0, 49.0, 38.0, 38.0, 48.0]","[3.3881, 5.0, 4.3714, 3.84, 4.3711]",3.0,4.19412,43.4
Solanum Melongena (Eggplant) Fruit Extract,7,"[Farmacy, belif, Blithe, Farmacy, Sunday Riley, boscia, Farmacy]",2839.0,151.0,152.0,179.0,455.0,437.0,"[44.0, 48.0, 49.0, 40.0, 80.0, 30.0, 48.0]","[3.3881, 4.6154, 5.0, 3.3873, 4.2609, 4.4746, 4.3711]",5.0,4.21391428571,48.4285714286
Curcuma Longa (Turmeric) Root Extract,22,"[Farmacy, Jurlique, belif, VERSO SKINCARE, Jurlique, Jurlique, VERSO SKINCARE, Dr. Dennis Gross Skincare, Blithe, Origins, Origins, Farmacy, IT Cosmetics, Sunday Riley, boscia, IT Cosmetics, IT Cosmetics, IT Cosmetics, IT Cosmetics, Origins, Origins, Farmacy]",3535.0,197.0,189.0,234.0,575.0,882.0,"[44.0, 47.0, 48.0, 100.0, 44.0, 44.0, 100.0, 62.0, 49.0, 65.0, 65.0, 40.0, 38.0, 80.0, 30.0, 48.0, 38.0, 32.0, 38.0, 53.0, 52.0, 48.0]","[3.3881, 3.8235, 4.6154, 4.25, 4.5393, 4.1778, 4.3, 4.125, 5.0, 4.2083, 4.0, 3.3873, 4.3714, 4.2609, 4.4746, 4.6538, 3.84, 4.2895, 3.5556, 4.1067, 4.2403, 4.3711]",10.0,4.18084545455,52.9545454545
Corallina Officinalis Extract,7,"[Farmacy, Anthony, belif, Blithe, Farmacy, Sunday Riley, boscia]",2719.0,162.0,144.0,171.0,439.0,338.0,"[44.0, 38.0, 48.0, 49.0, 40.0, 80.0, 30.0]","[3.3881, 2.7436, 4.6154, 5.0, 3.3873, 4.2609, 4.4746]",6.0,3.98141428571,47.0
Aloe Barbadensis Flower Extract,4,"[Farmacy, SK-II, Sunday Riley, boscia]",2541.0,122.0,116.0,151.0,417.0,270.0,"[44.0, 160.0, 80.0, 30.0]","[3.3881, 4.2, 4.2609, 4.4746]",4.0,4.0809,78.5
Ocimum Sanctum Leaf Extract,9,"[Farmacy, belif, Blithe, Origins, Origins, Farmacy, Sunday Riley, boscia, Farmacy]",2869.0,152.0,155.0,181.0,463.0,453.0,"[44.0, 48.0, 49.0, 65.0, 65.0, 40.0, 80.0, 30.0, 48.0]","[3.3881, 4.6154, 5.0, 4.2083, 4.0, 3.3873, 4.2609, 4.4746, 4.3711]",6.0,4.18952222222,52.1111111111
Dehydroxanthan Gum,3,"[Farmacy, Origins, Origins]",917.0,54.0,89.0,122.0,195.0,457.0,"[44.0, 44.0, 37.0]","[3.3881, 3.9722, 4.1717]",2.0,3.844,41.6666666667
Sodium Phytate,15,"[Farmacy, DERMAdoctor, Caudalie, Caudalie, Dr. Brandt Skincare, Farmacy, Tata Harper, Caudalie, Caudalie, Ole Henriksen, Ole Henriksen, Peter Thomas Roth, Caudalie, Caudalie, SEPHORA COLLECTION]",2456.0,181.0,180.0,239.0,516.0,1345.0,"[44.0, 65.0, 39.0, 44.0, 65.0, 40.0, 85.0, 76.0, 39.0, 55.0, 48.0, 110.0, 158.0, 59.0, 0.0]","[3.3881, 4.1429, 4.0847, 4.0571, 4.087, 3.3873, 3.3684, 4.7273, 4.2827, 4.2459, 4.0056, 4.1789, 4.0899, 4.3258, 4.1409]",8.0,4.03416666667,61.8
Sodium Citrate,55,"[Farmacy, Too Cool For School, Too Cool For School, L’Occitane, Dr. Dennis Gross Skincare, Shiseido, Tria, philosophy, Kenzoki, philosophy, Lancôme, Too Cool For School, Koh Gen Do, SK-II, SEPHORA COLLECTION, Dr. Jart+, Fresh, Lancôme, bareMinerals, Algenist, Shiseido, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, NUDE Skincare, Shiseido, bareMinerals, Clarins, Clarins, Fresh, Eve Lom, Primary Raw, Origins, Clarins, Benefit Cosmetics, Dr. Dennis Gross Skincare, Fresh, GLAMGLOW, Caudalie, Son &amp; Park, Fresh, GLAMGLOW, Fresh, Shiseido, Dr. Dennis Gross Skincare, Clarins, Shiseido, Caudalie, Clarins, Shiseido, Algenist, bareMinerals, Shiseido, Skin Inc., bareMinerals, Fresh]",4334.0,375.0,359.0,409.0,811.0,2390.0,"[44.0, 20.0, 20.0, 116.0, 42.0, 25.0, 65.0, 35.0, 22.0, 47.0, 50.0, 17.0, 55.0, 260.0, 19.0, 34.0, 33.0, 65.0, 35.0, 115.0, 24.5, 65.0, 75.0, 0.0, 110.0, 32.0, 53.0, 53.0, 67.0, 72.0, 38.0, 60.0, 92.0, 38.0, 42.0, 52.0, 59.0, 39.0, 30.0, 92.0, 49.0, 90.0, 124.0, 72.0, 53.0, 90.0, 158.0, 56.0, 55.0, 90.0, 38.0, 100.0, 55.0, 35.0, 40.0]","[3.3881, 4.45, 4.3043, 4.3333, 3.6471, 4.35, 5.0, 0.0, 3.6364, 0.0, 4.4219, 3.2857, 3.7727, 3.0, 4.875, 4.0311, 3.9381, 4.1733, 4.4, 4.5714, 4.3946, 4.75, 3.9, 3.7708, 0.0, 3.7895, 4.0, 3.5, 3.9655, 1.0, 4.4444, 5.0, 4.1765, 3.5114, 3.5273, 3.3421, 4.12, 4.2827, 4.8909, 4.0448, 4.0991, 4.169, 4.2812, 4.1625, 4.5, 4.3333, 4.0899, 4.4615, 4.3444, 4.5714, 4.6957, 4.6667, 5.0, 4.4, 4.0811]",26.0,3.88808545455,60.3181818182
Citric Acid,134,"[Farmacy, Anthony, Eve Lom, Kate Somerville, philosophy, Too Cool For School, VERSO SKINCARE, Perricone MD, Kenzoki, Dr. Dennis Gross Skincare, Shiseido, philosophy, philosophy, Ole Henriksen, Erno Laszlo, Ole Henriksen, philosophy, Tria, Eve Lom, Givenchy, philosophy, Perricone MD, Kenzoki, philosophy, Peter Thomas Roth, Kenzoki, philosophy, Lancôme, Too Cool For School, Koh Gen Do, VERSO SKINCARE, First Aid Beauty, Kate Somerville, Origins, Dr. Jart+, SEPHORA COLLECTION, Dr. Jart+, Fresh, Lancôme, boscia, KORRES, Peter Thomas Roth, Lancôme, bareMinerals, Algenist, Shiseido, Peter Thomas Roth, Dr. Dennis Gross Skincare, Fresh, Dr. Dennis Gross Skincare, Josie Maran, Clarins, Caudalie, NUDE Skincare, SK-II, philosophy, Perricone MD, First Aid Beauty, Shiseido, Dr. Dennis Gross Skincare, bareMinerals, Clarins, Jurlique, Clarins, Fresh, REN, Primary Raw, philosophy, Fresh, Origins, Eve Lom, Dr. Dennis Gross Skincare, REN, Fresh, IT Cosmetics, Fresh, Drunk Elephant, Dr. Jart+, GLAMGLOW, Drunk Elephant, Caudalie, Josie Maran, Dr. Jart+, Drunk Elephant, SEPHORA COLLECTION, IT Cosmetics, Caudalie, philosophy, Ole Henriksen, Son &amp; Park, IT Cosmetics, Fresh, SEPHORA COLLECTION, tarte, Origins, philosophy, philosophy, GLAMGLOW, Perricone MD, Origins, ...]",17959.0,1342.0,1282.0,1561.0,3265.0,9504.0,"[44.0, 38.0, 75.0, 175.0, 47.0, 20.0, 100.0, 69.0, 45.0, 42.0, 25.0, 75.0, 16.0, 22.0, 115.0, 22.0, 30.0, 65.0, 68.0, 36.0, 50.0, 115.0, 49.0, 35.0, 28.0, 22.0, 47.0, 50.0, 17.0, 55.0, 100.0, 38.0, 150.0, 59.0, 60.0, 19.0, 34.0, 33.0, 65.0, 36.0, 58.0, 98.0, 55.0, 35.0, 115.0, 24.5, 42.0, 65.0, 90.0, 75.0, 38.0, 134.0, 39.0, 0.0, 70.0, 36.0, 155.0, 16.0, 110.0, 30.0, 32.0, 53.0, 55.0, 53.0, 67.0, 38.0, 38.0, 48.0, 38.0, 60.0, 75.0, 42.0, 38.0, 52.0, 38.0, 45.0, 90.0, 52.0, 59.0, 60.0, 76.0, 32.0, 48.0, 52.0, 4.0, 48.0, 39.0, 47.0, 55.0, 30.0, 38.0, 92.0, 23.0, 39.0, 44.0, 52.0, 75.0, 49.0, 75.0, 37.0, ...]","[3.3881, 2.7436, 5.0, 0.0, 2.8378, 4.3043, 4.25, 3.3, 3.8571, 3.6471, 4.35, 3.0, 0.0, 4.1364, 5.0, 3.8889, 4.2, 5.0, 3.5714, 4.4375, 0.0, 4.0, 4.4375, 0.0, 3.25, 3.6364, 0.0, 4.4219, 3.2857, 3.7727, 4.3, 3.7664, 4.125, 4.6, 5.0, 4.875, 4.0311, 3.9381, 4.1733, 3.9222, 4.1628, 4.0, 3.2095, 4.4, 4.5714, 4.3946, 4.5192, 4.75, 4.0, 3.9, 3.8794, 4.5, 4.0847, 3.7708, 4.5294, 3.9431, 4.6, 4.0, 0.0, 4.0, 3.7895, 4.0, 5.0, 3.5, 3.9655, 4.3636, 4.4444, 3.0, 3.4118, 5.0, 5.0, 3.5273, 4.6364, 3.3421, 4.3714, 4.2725, 4.2724, 4.1304, 4.12, 4.4468, 4.7273, 3.786, 4.5106, 4.2412, 4.1629, 4.6538, 4.2827, 4.0538, 4.2459, 4.8909, 3.84, 4.0448, 4.3517, 4.3934, 3.9722, 4.614, 4.037, 4.0991, 4.2579, 4.1717, ...]",42.0,3.97273059701,62.2574626866
Amino Esters-1,5,"[Farmacy, belif, Farmacy, Sunday Riley, boscia]",2676.0,144.0,140.0,171.0,435.0,321.0,"[44.0, 48.0, 40.0, 80.0, 30.0]","[3.3881, 4.6154, 3.3873, 4.2609, 4.4746]",4.0,4.02526,48.4
Caramel,14,"[Farmacy, Fresh, Blithe, Blithe, Blithe, St. Tropez Tanning Essentials, St. Tropez Tanning Essentials, Fresh, Fresh, IT Cosmetics, Fresh, SK-II, Clarins, Primary Raw]",2336.0,139.0,156.0,242.0,428.0,1374.0,"[44.0, 33.0, 49.0, 42.0, 46.0, 30.0, 35.0, 45.0, 40.0, 48.0, 90.0, 385.0, 60.0, 46.0]","[3.3881, 3.9381, 4.6316, 4.9, 5.0, 3.4545, 3.8571, 4.2725, 4.4567, 4.6538, 4.169, 3.6667, 4.0244, 4.9]",8.0,4.23660714286,70.9285714286
Alkyl Benzoate,61,"[MILK MAKEUP, Kate Somerville, Cane + Austin, DERMAdoctor, philosophy, Farmacy, Dr. Dennis Gross Skincare, Origins, philosophy, philosophy, Tria, Eve Lom, philosophy, Too Cool For School, KORRES, philosophy, Laura Mercier, Algenist, VERSO SKINCARE, Guerlain, Murad, Kate Somerville, Murad, Fresh, DERMAdoctor, First Aid Beauty, Dr. Dennis Gross Skincare, Lancer, philosophy, DERMAdoctor, Dr. Brandt Skincare, Kate Somerville, Clarins, Eve Lom, First Aid Beauty, Lancer, Dr. Dennis Gross Skincare, Lancer, Fresh, First Aid Beauty, philosophy, philosophy, Peter Thomas Roth, Murad, Kate Somerville, IT Cosmetics, Algenist, Lancer, stila, Peter Thomas Roth, Algenist, Caudalie, COVER FX, First Aid Beauty, Algenist, AmorePacific, First Aid Beauty, Peter Thomas Roth, Perricone MD, First Aid Beauty, Algenist]",10501.0,623.0,568.0,677.0,1680.0,3199.0,"[24.0, 175.0, 80.0, 85.0, 47.0, 30.0, 42.0, 41.0, 75.0, 16.0, 65.0, 68.0, 50.0, 49.0, 34.0, 35.0, 42.0, 70.0, 100.0, 29.5, 70.0, 150.0, 78.0, 39.0, 38.0, 30.0, 75.0, 125.0, 36.0, 57.0, 61.0, 48.0, 53.0, 72.0, 20.0, 82.0, 42.0, 125.0, 52.0, 30.0, 47.0, 75.0, 110.0, 72.0, 65.0, 38.0, 96.0, 125.0, 38.0, 85.0, 94.0, 158.0, 45.0, 12.0, 100.0, 195.0, 40.0, 72.0, 80.0, 28.0, 94.0]","[4.3824, 0.0, 4.5, 3.9225, 2.8378, 3.7021, 3.6471, 4.5714, 3.0, 0.0, 5.0, 3.5714, 0.0, 3.4615, 4.2914, 0.0, 4.3, 3.2414, 4.3, 0.0, 4.3571, 4.125, 3.8, 4.0784, 3.3798, 3.9259, 3.9, 3.6, 3.9431, 4.2283, 3.9717, 3.5645, 3.5, 1.0, 4.6667, 4.1818, 3.5273, 4.25, 3.3421, 4.596, 4.0538, 4.037, 4.1789, 4.4519, 4.1458, 3.5556, 4.3546, 4.8333, 4.1306, 4.5874, 4.3385, 4.0899, 3.6914, 5.0, 4.5, 3.8125, 3.9333, 3.9859, 4.3077, 4.4706, 4.3613]",29.0,3.66371639344,67.368852459
Octyldodecanol,23,"[MILK MAKEUP, Peter Thomas Roth, L’Occitane, Human + Kind, L’Occitane, COVER FX, Origins, Peter Thomas Roth, L’Occitane, Peter Thomas Roth, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, philosophy, Lancer, Erborian, Lancôme, Origins, Yves Saint Laurent, Farmacy, tarte, Omorovicza, Peter Thomas Roth, Kate Somerville]",1024.0,83.0,62.0,67.0,145.0,667.0,"[24.0, 80.0, 108.0, 0.0, 140.0, 38.0, 43.0, 48.0, 42.0, 42.0, 65.0, 75.0, 68.0, 155.0, 55.0, 49.0, 51.0, 52.0, 48.0, 44.0, 135.0, 75.0, 48.0]","[4.3824, 4.0556, 4.1905, 3.0, 0.0, 3.7396, 4.5773, 4.3235, 4.675, 4.5192, 4.75, 3.9, 3.3235, 4.6, 5.0, 4.3214, 5.0, 4.2252, 4.3711, 3.925, 4.1467, 4.6122, 5.0]",16.0,4.11470434783,64.5652173913
Phenyl Trimethicone,22,"[MILK MAKEUP, Givenchy, Too Cool For School, Dr. Jart+, Murad, Dr. Jart+, boscia, Lancôme, Murad, boscia, boscia, Fresh, IT Cosmetics, Dr. Jart+, Dr. Jart+, AmorePacific, IT Cosmetics, Murad, boscia, Dr. Brandt Skincare, Shiseido, COVER FX]",6342.0,472.0,461.0,585.0,1243.0,2450.0,"[24.0, 64.0, 49.0, 39.0, 70.0, 34.0, 38.0, 47.0, 78.0, 36.0, 38.0, 52.0, 38.0, 52.0, 39.0, 60.0, 38.0, 72.0, 38.0, 67.0, 55.0, 48.0]","[4.3824, 4.0, 3.4615, 3.6471, 4.3571, 4.0311, 3.8571, 4.2931, 3.8, 4.15, 4.2188, 3.3421, 4.3714, 4.1304, 4.2925, 4.2202, 3.84, 4.4519, 3.8517, 4.125, 4.3444, 4.4865]",13.0,4.07519545455,48.9090909091
Dibutyl Lauroyl Glutamide,1,[MILK MAKEUP],34.0,2.0,1.0,2.0,6.0,23.0,[24.0],[4.3824],1.0,4.3824,24.0
Dibutyl Ethylhexanoyl Glutamide,1,[MILK MAKEUP],34.0,2.0,1.0,2.0,6.0,23.0,[24.0],[4.3824],1.0,4.3824,24.0
Vitis vinifera (Grape) Seed Extract,72,"[MILK MAKEUP, Caolion, The Estée Edit, Jurlique, Caolion, Farmacy, Jurlique, MDSolarSciences, Dr. Jart+, MILK MAKEUP, philosophy, Jurlique, Erno Laszlo, philosophy, Murad, Fresh, KORRES, Lancer, REN, Caudalie, Caudalie, Caudalie, Caudalie, Lancer, KORRES, DERMAdoctor, Dr. Brandt Skincare, Dr. Brandt Skincare, Caudalie, Caudalie, Origins, MILK MAKEUP, First Aid Beauty, Lancer, IT Cosmetics, Drunk Elephant, Sunday Riley, Sunday Riley, Caudalie, Caudalie, Caudalie, Fresh, IT Cosmetics, Sunday Riley, IT Cosmetics, Josie Maran, Fresh, IT Cosmetics, IT Cosmetics, Lancer, Origins, May Coop, Herbivore, Kate Somerville, Peter Thomas Roth, Caudalie, Caudalie, Caudalie, Farmacy, Caudalie, Caudalie, Caudalie, Caudalie, Caudalie, Peter Thomas Roth, COVER FX, Josie Maran, Jao, Jao, Dr. Brandt Skincare, Dr. Brandt Skincare, Dr. Brandt Skincare]",11444.0,743.0,709.0,800.0,1906.0,7303.0,"[24.0, 40.0, 50.0, 47.0, 38.0, 30.0, 44.0, 68.0, 48.0, 38.0, 35.0, 44.0, 55.0, 47.0, 70.0, 42.0, 62.0, 185.0, 48.0, 39.0, 39.0, 39.0, 52.0, 125.0, 45.0, 57.0, 59.0, 59.0, 13.0, 13.0, 62.0, 20.0, 26.0, 125.0, 38.0, 90.0, 105.0, 105.0, 76.0, 39.0, 39.0, 52.0, 38.0, 90.0, 32.0, 32.0, 90.0, 38.0, 35.0, 125.0, 53.0, 43.0, 72.0, 65.0, 85.0, 52.0, 158.0, 158.0, 48.0, 59.0, 28.0, 76.0, 99.0, 49.0, 72.0, 48.0, 42.0, 48.0, 48.0, 135.0, 132.0, 132.0]","[4.3824, 3.75, 4.5, 3.8235, 4.2083, 3.7021, 4.5393, 4.2, 3.6047, 3.9394, 0.0, 4.1778, 4.8571, 0.0, 4.3571, 4.5593, 4.32, 5.0, 4.2154, 4.1215, 4.0847, 4.0847, 4.1892, 3.6, 4.75, 4.2283, 4.2432, 4.2432, 4.2703, 4.2703, 4.0909, 4.4, 3.4597, 4.25, 4.3714, 4.2724, 4.1174, 4.1174, 4.7273, 4.2827, 4.2827, 4.4389, 3.84, 4.3889, 4.2895, 4.1015, 4.169, 3.5556, 3.5, 4.8333, 4.1067, 4.4784, 4.6356, 4.1631, 4.5874, 4.5302, 4.0899, 4.0899, 4.3711, 4.3258, 4.6364, 4.1136, 4.2174, 4.453, 3.9859, 4.4865, 4.7222, 4.5556, 4.5556, 4.0909, 4.0909, 4.0909]",29.0,4.12621388889,62.6944444444
Citrus Limon (Lemon) Peel Oil,51,"[MILK MAKEUP, Anthony, belif, MILK MAKEUP, Ole Henriksen, Kate Somerville, Origins, Fresh, Origins, AmorePacific, Fresh, REN, Dr. Dennis Gross Skincare, Blithe, Josie Maran, Blithe, Blithe, philosophy, Origins, Origins, Origins, Fresh, First Aid Beauty, Primary Raw, boscia, Origins, Anthony, Origins, Fresh, IT Cosmetics, Fresh, Origins, Ole Henriksen, IT Cosmetics, Origins, Herbivore, Ole Henriksen, Origins, Fresh, Dr. Dennis Gross Skincare, Dr. Dennis Gross Skincare, Origins, Dr. Jart+, Peter Thomas Roth, Dr. Dennis Gross Skincare, Origins, Origins, Fresh, Peter Thomas Roth, Primary Raw, Ole Henriksen]",6849.0,494.0,491.0,588.0,1273.0,4012.0,"[24.0, 38.0, 26.0, 38.0, 45.0, 65.0, 59.0, 33.0, 43.0, 50.0, 90.0, 48.0, 75.0, 49.0, 38.0, 49.0, 46.0, 68.0, 51.0, 59.0, 62.0, 67.0, 20.0, 38.0, 36.0, 60.0, 30.0, 43.0, 52.0, 38.0, 45.0, 27.5, 55.0, 38.0, 44.0, 58.0, 48.0, 60.0, 90.0, 72.0, 88.0, 59.0, 48.0, 85.0, 58.0, 44.0, 29.0, 67.0, 72.0, 46.0, 50.0]","[4.3824, 2.7436, 3.625, 3.9394, 3.9429, 4.1818, 4.6, 3.9381, 4.3704, 4.3214, 4.0, 4.2154, 3.9, 5.0, 3.8794, 4.6316, 5.0, 3.3235, 4.5625, 3.0, 4.0909, 3.9655, 4.6667, 4.4444, 3.6237, 5.0, 4.3333, 4.3117, 3.3421, 4.3714, 4.2725, 4.2441, 4.2459, 3.84, 3.9722, 3.8071, 4.0056, 4.5556, 4.169, 4.1625, 4.1176, 4.5, 4.5172, 4.5874, 4.037, 4.0902, 4.1376, 4.1092, 3.9859, 4.9, 3.6818]",20.0,4.14991176471,51.4411764706
Chestnut Seed Extract,2,"[Origins, Eve Lom]",16.0,1.0,2.0,2.0,3.0,8.0,"[29.0, 68.0]","[4.2222, 3.5714]",2.0,3.8968,48.5
Silica,97,"[DERMAdoctor, Jurlique, Origins, philosophy, Lancôme, Lancôme, philosophy, Too Cool For School, Kenzoki, Lancôme, Lancôme, Kenzoki, philosophy, Algenist, Erborian, Koh Gen Do, Dr. Brandt Skincare, Tria, COVER FX, AmorePacific, First Aid Beauty, Dr. Jart+, Dr. Jart+, belif, Dr. Dennis Gross Skincare, Peter Thomas Roth, Shiseido, Lancôme, Clarins, boscia, Peter Thomas Roth, Algenist, bareMinerals, L’Occitane, DERMAdoctor, Peter Thomas Roth, Kate Somerville, Algenist, Lancôme, MDSolarSciences, Shiseido, Shiseido, Dr. Brandt Skincare, bareMinerals, Dr. Brandt Skincare, REN, philosophy, belif, Eve Lom, boscia, BURBERRY, Erborian, Erborian, boscia, Lancôme, Lancôme, Fresh, bareMinerals, AmorePacific, Caudalie, Fresh, SEPHORA COLLECTION, Origins, IT Cosmetics, tarte, Origins, Origins, Shiseido, Algenist, Giorgio Armani Beauty, Fresh, Dr. Jart+, Shiseido, boscia, IT Cosmetics, Murad, IT Cosmetics, Supergoop!, Dr. Brandt Skincare, Yves Saint Laurent, stila, Shiseido, SEPHORA COLLECTION, Lancôme, COVER FX, Tatcha, Origins, Dr. Jart+, philosophy, Origins, bareMinerals, philosophy, Algenist, Shiseido, Erborian, bareMinerals, Shiseido]",15395.0,1144.0,1166.0,1352.0,3073.0,7633.0,"[65.0, 53.0, 41.0, 75.0, 97.0, 104.0, 14.0, 49.0, 49.0, 49.0, 26.0, 62.0, 47.0, 70.0, 24.0, 55.0, 39.0, 60.0, 38.0, 100.0, 22.0, 60.0, 34.0, 58.0, 62.0, 62.0, 33.5, 47.0, 88.0, 36.0, 48.0, 42.0, 35.0, 42.0, 38.0, 42.0, 48.0, 65.0, 86.0, 39.0, 57.0, 110.0, 65.0, 32.0, 61.0, 38.0, 24.0, 42.0, 72.0, 38.0, 44.0, 34.0, 39.0, 36.0, 49.0, 97.0, 52.0, 29.5, 60.0, 76.0, 92.0, 23.0, 44.0, 32.0, 24.0, 37.0, 60.0, 45.0, 112.0, 55.0, 90.0, 36.0, 124.0, 38.0, 38.0, 48.0, 35.0, 32.0, 67.0, 52.0, 38.0, 45.0, 0.0, 49.0, 45.0, 68.0, 52.0, 34.0, 80.0, 29.0, 38.0, 40.0, 94.0, 100.0, 39.0, 35.0, 45.0]","[4.1429, 4.0286, 4.5714, 3.0, 4.125, 3.5625, 0.0, 3.4615, 4.4375, 4.2308, 3.75, 5.0, 0.0, 3.2414, 5.0, 4.0, 3.9, 0.0, 3.7396, 4.2846, 4.1505, 5.0, 4.0311, 5.0, 4.125, 4.232, 4.0359, 4.2931, 4.0854, 3.9222, 4.3235, 4.1096, 4.4, 4.675, 3.3798, 4.5192, 4.0278, 4.2235, 5.0, 4.1739, 3.9091, 0.0, 4.087, 3.7895, 3.9717, 3.8485, 4.3, 4.3529, 1.0, 4.2188, 4.2857, 4.2778, 4.1852, 3.6237, 4.3214, 4.2, 3.3421, 3.9032, 4.2202, 4.7273, 4.0448, 4.3517, 3.9722, 4.2895, 4.2528, 4.1717, 4.5556, 4.503, 4.3818, 4.4074, 4.169, 4.163, 4.2812, 4.14, 3.5556, 4.325, 3.5, 4.3711, 4.125, 4.2252, 4.1306, 4.092, 3.3978, 4.3519, 3.6914, 3.876, 4.2403, 4.25, 3.9778, 4.1376, 4.6957, 3.6575, 4.3613, 4.6667, 4.3478, 4.4, 3.8551]",40.0,3.9449742268,52.3195876289
Terminalia Ferdinandiana (Kakadu) Fruit Extract,1,[DERMAdoctor],7.0,1.0,0.0,0.0,2.0,4.0,[65.0],[4.1429],1.0,4.1429,65.0
Theobroma Grandiflorum Seed Butter,3,"[DERMAdoctor, Origins, Dr. Brandt Skincare]",125.0,7.0,5.0,9.0,24.0,80.0,"[65.0, 43.0, 59.0]","[4.1429, 4.3704, 4.2432]",3.0,4.25216666667,55.6666666667
Glyceryl Stearate,128,"[DERMAdoctor, Caolion, Peter Thomas Roth, Caolion, Too Cool For School, L’Occitane, Perricone MD, Lancôme, Lancôme, Erno Laszlo, Tria, Eve Lom, Perricone MD, Kenzoki, belif, KORRES, Lancôme, Supergoop!, ARDENCY INN, Too Cool For School, Algenist, Erborian, Perricone MD, Human + Kind, Tria, First Aid Beauty, COVER FX, Origins, Dr. Jart+, belif, Clarins, Peter Thomas Roth, Peter Thomas Roth, Algenist, Murad, Peter Thomas Roth, boscia, Clarins, Youth To The People, Algenist, Lancer, Dr. Dennis Gross Skincare, Dr. Brandt Skincare, St. Tropez Tanning Essentials, belif, Origins, Origins, Origins, Murad, First Aid Beauty, First Aid Beauty, belif, Lancer, philosophy, belif, Erborian, Erborian, Lancer, Anthony, REN, Lancôme, Dr. Jart+, First Aid Beauty, Origins, belif, GLAMGLOW, AmorePacific, IT Cosmetics, First Aid Beauty, Perricone MD, Caudalie, Ole Henriksen, Fresh, Origins, philosophy, Herbivore, KORRES, Ole Henriksen, Peter Thomas Roth, Lancôme, Murad, Perricone MD, Origins, Algenist, Fresh, KORRES, AmorePacific, Algenist, Murad, Lancer, Origins, Dr. Brandt Skincare, Origins, Yves Saint Laurent, Kate Somerville, Peter Thomas Roth, Algenist, SEPHORA COLLECTION, Perricone MD, Kate Somerville, ...]",20893.0,1190.0,1151.0,1427.0,3437.0,9942.0,"[65.0, 40.0, 80.0, 38.0, 20.0, 116.0, 69.0, 97.0, 104.0, 115.0, 65.0, 68.0, 115.0, 49.0, 46.0, 34.0, 49.0, 30.0, 29.0, 17.0, 70.0, 24.0, 290.0, 0.0, 60.0, 38.0, 38.0, 59.0, 60.0, 58.0, 86.0, 62.0, 98.0, 115.0, 55.0, 42.0, 36.0, 134.0, 48.0, 78.0, 125.0, 125.0, 65.0, 30.0, 38.0, 59.0, 65.0, 65.0, 40.0, 20.0, 20.0, 38.0, 155.0, 48.0, 38.0, 39.0, 55.0, 125.0, 30.0, 32.0, 97.0, 42.0, 30.0, 43.0, 38.0, 69.0, 195.0, 48.0, 38.0, 135.0, 39.0, 55.0, 92.0, 44.0, 52.0, 58.0, 48.0, 48.0, 110.0, 119.0, 72.0, 75.0, 37.0, 112.0, 90.0, 68.0, 150.0, 96.0, 48.0, 125.0, 53.0, 67.0, 59.0, 52.0, 65.0, 85.0, 94.0, 0.0, 75.0, 85.0, ...]","[4.1429, 3.75, 4.0556, 4.2083, 4.3043, 4.3333, 3.3, 4.125, 3.5625, 5.0, 5.0, 3.5714, 4.0, 4.4375, 4.3636, 4.2914, 4.2308, 4.25, 4.25, 3.2857, 3.2414, 5.0, 4.0345, 3.0, 0.0, 3.7664, 3.7396, 4.6, 5.0, 5.0, 3.9524, 4.232, 4.0, 4.5714, 3.9057, 4.5192, 4.15, 4.5, 4.6923, 4.3333, 3.6, 4.0357, 4.087, 3.4545, 4.2609, 3.0, 4.2083, 4.0, 3.7568, 4.6667, 4.6667, 3.8333, 4.6, 3.0, 4.2593, 4.1852, 5.0, 4.25, 4.3333, 4.3176, 4.2, 3.6512, 4.596, 4.3472, 4.5573, 4.2721, 4.3368, 4.6538, 4.3297, 3.7952, 4.2827, 4.2459, 4.0448, 3.9722, 4.614, 3.8071, 4.2586, 4.0056, 4.1789, 4.2941, 4.4519, 4.2579, 4.1717, 4.3818, 4.169, 4.0339, 4.1667, 4.3546, 4.325, 4.8333, 4.1067, 4.125, 4.5, 4.2252, 4.1631, 4.5874, 4.3385, 3.3978, 4.4722, 4.3115, ...]",44.0,4.1450359375,68.484375
Polyglyceryl-10 Pentastearate,1,[DERMAdoctor],7.0,1.0,0.0,0.0,2.0,4.0,[65.0],[4.1429],1.0,4.1429,65.0
